DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
175,650,640,724,717,1083,1,EV,4169,N354CA,74.0,77.0,50.0,7.0,10,ATL,SDF,321,3.0,21.0,0,N,0
167,471,463,581,569,1084,7,OO,6447,N771SK,170.0,166.0,154.0,12.0,8,HSV,DEN,1048,8.0,8.0,0,N,0
18,907,890,958,945,1085,5,WN,3420,N215WN,51.0,55.0,43.0,13.0,17,SAT,DAL,248,3.0,5.0,0,N,0
5,679,670,694,690,1086,6,MQ,4190,N693AE,75.0,80.0,58.0,4.0,9,CMH,ORD,296,7.0,10.0,0,N,0
10,871,787,1348,1300,1087,4,UA,824,N524UA,297.0,333.0,282.0,48.0,84,SFO,BOS,2704,7.0,8.0,0,N,0
134,569,560,696,684,1088,2,FL,789,N126AT,127.0,124.0,105.0,12.0,9,ATL,PHL,665,5.0,17.0,0,N,0
65,527,430,684,595,1089,3,WN,2004,N389SW,157.0,165.0,142.0,89.0,97,BUF,MCO,1011,5.0,10.0,0,N,0
204,603,595,716,714,1090,2,US,365,N155AW,113.0,119.0,93.0,2.0,8,PHX,SMF,647,4.0,16.0,0,N,0
114,784,720,1009,955,1091,3,AA,1040,N505AA,165.0,175.0,146.0,54.0,64,DFW,DCA,1192,6.0,13.0,0,N,0
273,1119,1086,1281,1260,1092,1,YV,7343,N75987,102.0,114.0,85.0,21.0,33,HSV,IAD,595,6.0,11.0,0,N,0
41,1138,1125,1189,1185,1093,7,WN,1415,N630WN,51.0,60.0,39.0,4.0,13,MCO,FLL,178,3.0,9.0,0,N,0
361,1121,1012,1268,1145,1094,5,DL,1728,N998DL,87.0,73.0,46.0,123.0,109,PNS,ATL,272,12.0,29.0,0,N,0
35,722,624,827,725,1095,1,9E,5862,85879E,105.0,101.0,86.0,102.0,98,DTW,TYS,443,8.0,11.0,0,N,0
121,1255,1240,1327,1325,1096,3,WN,1342,N775SW,72.0,85.0,65.0,2.0,15,OAK,SAN,446,2.0,5.0,0,N,0
21,845,672,873,715,1097,1,YV,2719,N911FJ,88.0,103.0,65.0,158.0,173,PHX,SBA,455,17.0,6.0,0,N,0
346,1371,1275,69,1418,1098,4,CO,752,N14609,198.0,203.0,174.0,91.0,96,IAH,SLC,1195,6.0,18.0,0,N,0
178,1071,1065,1188,1160,1099,4,AA,1989,N3DBAA,117.0,95.0,79.0,28.0,6,MSY,DFW,448,30.0,8.0,0,N,0
73,870,850,944,935,1100,4,WN,3046,N247WN,134.0,145.0,119.0,9.0,20,FLL,BNA,793,4.0,11.0,0,N,0
59,846,840,912,915,1101,4,NW,351,N675MC,66.0,75.0,51.0,-3.0,6,MEM,MSY,349,3.0,12.0,0,N,0
58,839,830,879,870,1102,3,AA,1985,N612AA,40.0,40.0,17.0,9.0,9,SJU,STT,68,13.0,10.0,0,N,0
102,989,971,1203,1204,1103,5,CO,1712,N37408,274.0,293.0,248.0,-1.0,18,SJU,IAH,2007,5.0,21.0,0,N,0
43,1052,1010,1197,1124,1104,2,XE,3104,N11526,205.0,174.0,166.0,73.0,42,CRW,IAH,975,13.0,26.0,0,N,0
260,862,850,1044,1052,1105,2,CO,206,N37290,122.0,142.0,100.0,-8.0,12,IAH,TPA,787,5.0,17.0,0,N,0
259,647,399,755,517,1106,1,XE,2807,N34111,108.0,118.0,92.0,238.0,248,TYS,EWR,631,7.0,9.0,0,N,0
6,1121,1054,1235,1170,1107,7,UA,1499,N488UA,174.0,176.0,151.0,65.0,67,TPA,ORD,1012,7.0,16.0,0,N,0
315,995,985,1307,1320,1108,1,WN,2607,N400WN,192.0,215.0,178.0,-13.0,10,LAS,MDW,1521,4.0,10.0,0,N,0
172,1101,1095,1195,1196,1109,5,US,1753,N453UW,94.0,101.0,70.0,-1.0,6,CLT,TPA,508,3.0,21.0,0,N,0
104,796,780,943,917,1110,7,EV,4432,N682BR,147.0,137.0,129.0,26.0,16,SYR,ATL,793,9.0,9.0,0,N,0
282,985,965,1144,1135,1111,3,CO,392,N57863,159.0,170.0,128.0,9.0,20,EWR,MCO,938,7.0,24.0,0,N,0
365,1342,1330,1395,1390,1112,2,UA,1583,N442UA,113.0,120.0,91.0,5.0,12,DEN,LAS,629,7.0,15.0,0,N,0
357,521,505,620,603,1113,1,F9,573,N904FR,99.0,98.0,80.0,17.0,16,DEN,SLC,391,9.0,10.0,0,N,0
208,697,680,785,770,1114,6,WN,835,N255WN,88.0,90.0,68.0,15.0,17,SFO,LAS,414,7.0,13.0,0,N,0
335,821,786,930,908,1115,7,DL,1029,N687DL,229.0,242.0,211.0,22.0,35,ATL,PHX,1587,5.0,13.0,0,N,0
77,1018,984,1184,1133,1116,1,DL,1287,N655DL,346.0,329.0,308.0,51.0,34,ATL,PDX,2172,5.0,33.0,0,N,0
13,1213,1200,1290,1285,1117,7,WN,3062,N311SW,77.0,85.0,67.0,5.0,13,OAK,LAS,407,3.0,7.0,0,N,0
30,730,700,936,869,1118,3,AA,894,N3CNAA,206.0,169.0,150.0,67.0,30,MIA,LGA,1097,5.0,51.0,0,N,0
351,86,995,148,1050,1119,2,WN,448,N266WN,62.0,55.0,40.0,538.0,531,MCI,TUL,223,4.0,18.0,0,N,0
162,1272,1247,15,1438,1120,2,UA,470,N337UA,123.0,131.0,98.0,17.0,25,ORD,PHL,678,5.0,20.0,0,N,0
156,1221,1213,1405,1399,1121,3,US,678,N833AW,124.0,126.0,103.0,6.0,8,PHX,BOI,735,4.0,17.0,0,N,0
78,1292,1210,47,1370,1122,2,OO,6720,N466SW,135.0,100.0,110.0,117.0,82,DEN,XNA,616,8.0,17.0,0,N,0
359,1079,1070,1319,1310,1123,3,AA,1904,N643AA,180.0,180.0,158.0,9.0,9,ORD,MIA,1197,8.0,14.0,0,N,0
53,1053,1000,1180,1096,1124,5,EV,4495,N923EV,127.0,96.0,90.0,84.0,53,CVG,ATL,373,8.0,29.0,0,N,0
78,1401,1255,20,1313,1125,2,CO,1533,N63305,59.0,58.0,32.0,147.0,146,IAH,AUS,140,7.0,20.0,0,N,0
3,686,660,832,838,1126,4,AS,499,N788AS,146.0,178.0,134.0,-6.0,26,SNA,SEA,978,4.0,8.0,0,N,0
88,634,625,709,700,1127,5,WN,3363,N417WN,75.0,75.0,48.0,9.0,9,SJC,LAX,308,16.0,11.0,0,N,0
193,1184,1170,1249,1242,1129,5,AS,695,N791AS,65.0,72.0,45.0,7.0,14,GEG,SEA,224,8.0,12.0,0,N,0
28,1048,1039,1197,1190,1130,1,AS,424,N647AS,149.0,151.0,125.0,7.0,9,SEA,SNA,978,10.0,14.0,0,N,0
172,908,900,1030,1025,1131,5,MQ,3462,N639AE,122.0,125.0,102.0,5.0,8,PIA,DFW,673,10.0,10.0,0,N,0
171,1134,1128,1213,1200,1132,4,DL,1881,N956DL,199.0,192.0,173.0,13.0,6,ATL,ELP,1282,5.0,21.0,0,N,0
38,687,680,829,834,1133,4,XE,2041,N15574,142.0,154.0,121.0,-5.0,7,IAH,MKE,984,7.0,14.0,0,N,0
61,905,886,954,933,1134,6,OO,6620,N756SK,49.0,47.0,28.0,21.0,19,DEN,ASE,125,3.0,18.0,0,N,0
194,883,854,952,930,1135,6,DL,1677,N398DA,69.0,76.0,38.0,22.0,29,CLT,ATL,227,15.0,16.0,0,N,0
169,1253,1245,1305,1300,1136,2,WN,3685,N524SW,52.0,55.0,38.0,5.0,8,AUS,DAL,189,3.0,11.0,0,N,0
291,1091,1076,1229,1197,1137,5,FL,256,N318AT,138.0,121.0,121.0,32.0,15,FNT,ATL,644,9.0,8.0,0,N,0
287,1162,1155,1303,1300,1138,1,WN,1701,N218WN,141.0,145.0,129.0,3.0,7,PDX,PHX,1009,6.0,6.0,0,N,0
150,502,435,540,477,1139,4,OO,5551,N288SW,38.0,42.0,20.0,63.0,67,SFO,SMF,86,2.0,16.0,0,N,0
211,876,822,942,885,1140,2,OO,6588,N941SW,66.0,63.0,33.0,57.0,54,SFO,RNO,192,5.0,28.0,0,N,0
335,1118,915,1311,1070,1141,7,EV,5262,N905EV,193.0,155.0,162.0,241.0,203,SWF,ATL,784,8.0,23.0,0,N,0
195,1004,989,1110,1074,1142,7,YV,2698,N926LR,106.0,85.0,80.0,36.0,15,SDF,CLT,336,10.0,16.0,0,N,0
101,1395,1140,60,1212,1143,4,UA,387,N375UA,165.0,132.0,99.0,288.0,255,MSP,DEN,680,5.0,61.0,0,N,0
91,1335,1260,1392,1315,1144,1,XE,2803,N11121,57.0,55.0,35.0,77.0,75,IAH,SHV,192,7.0,15.0,0,N,0
215,1035,1005,1104,1075,1145,6,AA,2207,N629AA,129.0,130.0,108.0,29.0,30,DFW,EGE,720,4.0,17.0,0,N,0
117,738,715,810,795,1146,6,WN,1652,N310SW,72.0,80.0,60.0,15.0,23,LAS,RNO,345,4.0,8.0,0,N,0
163,1177,1130,1271,1220,1147,3,AA,1305,N525AA,94.0,90.0,68.0,51.0,47,DFW,MCI,460,6.0,20.0,0,N,0
251,826,740,850,760,1148,7,9E,5774,89649E,84.0,80.0,67.0,90.0,86,SDF,MEM,320,3.0,14.0,0,N,0
225,593,535,681,635,1149,2,AA,1642,N287AA,88.0,100.0,77.0,46.0,58,DFW,STL,551,2.0,9.0,0,N,0
59,1081,1070,1174,1175,1150,4,WN,3062,N317WN,93.0,105.0,80.0,-1.0,11,PDX,OAK,543,6.0,7.0,0,N,0
365,939,925,987,980,1151,2,MQ,4045,N634MQ,48.0,55.0,36.0,7.0,14,ORD,DBQ,147,5.0,7.0,0,N,0
171,789,760,958,940,1152,4,AA,1510,N319AA,169.0,180.0,135.0,18.0,29,MIA,JFK,1090,9.0,25.0,0,N,0
168,1275,1268,1302,1278,1153,1,NW,1763,N8928E,87.0,70.0,51.0,24.0,7,DTW,ORD,235,11.0,25.0,0,N,0
257,527,510,644,630,1154,6,WN,1219,N337SW,237.0,240.0,221.0,14.0,17,BWI,DEN,1491,6.0,10.0,0,N,0
284,120,85,384,357,1155,5,AS,128,N559AS,204.0,212.0,181.0,27.0,35,FAI,SEA,1533,9.0,14.0,0,N,0
358,1149,1128,1271,1220,1156,2,FL,203,N935AT,122.0,92.0,71.0,51.0,21,ATL,CAK,528,34.0,17.0,0,N,0
196,1353,1342,419,416,1157,1,UA,166,N463UA,326.0,334.0,299.0,3.0,11,LAX,BOS,2611,6.0,21.0,0,N,0
346,585,572,619,625,1158,4,EV,5494,N750EV,94.0,113.0,81.0,-6.0,13,ATL,MLI,633,3.0,10.0,0,N,0
168,1165,1021,1330,1157,1159,1,YV,7320,N510MJ,225.0,196.0,156.0,173.0,144,IAD,IAH,1190,6.0,63.0,0,N,0
333,591,580,661,655,1160,5,WN,1228,N417WN,70.0,75.0,57.0,6.0,11,SMF,ONT,389,4.0,9.0,0,N,0
39,1010,1000,1108,1115,1161,5,WN,1677,N711HK,278.0,295.0,264.0,-7.0,10,PIT,LAS,1910,4.0,10.0,0,N,0
97,1087,1080,1188,1184,1162,7,UA,745,N301UA,161.0,164.0,146.0,4.0,7,DEN,PDX,992,3.0,12.0,0,N,0
346,981,970,1125,1088,1163,4,US,1025,N452UW,144.0,118.0,123.0,37.0,11,CLT,MIA,650,10.0,11.0,0,N,0
108,1412,1390,312,305,1164,4,AA,1092,N5CVAA,220.0,235.0,202.0,7.0,22,LAX,ORD,1745,5.0,13.0,0,N,0
18,375,360,548,530,1165,5,AS,81,N782AS,233.0,230.0,206.0,18.0,15,SEA,ANC,1449,5.0,22.0,0,N,0
98,673,635,754,721,1166,1,EV,4788,N858AS,81.0,86.0,52.0,33.0,38,ATL,SDF,321,5.0,24.0,0,N,0
212,1233,1202,1284,1257,1167,3,DL,1732,N946DL,51.0,55.0,29.0,27.0,31,ATL,TYS,152,3.0,19.0,0,N,0
335,1125,1050,1248,1140,1168,7,CO,1180,N14308,123.0,90.0,49.0,108.0,75,EWR,BOS,200,10.0,64.0,0,N,0
265,998,755,1114,900,1169,7,UA,49,N513UA,296.0,325.0,276.0,214.0,243,IAD,LAX,2288,6.0,14.0,0,N,0
241,493,480,680,680,1170,4,DL,87,N901DE,187.0,200.0,146.0,0.0,13,JFK,FLL,1069,4.0,37.0,0,N,0
199,1205,1185,1258,1245,1171,4,MQ,3498,N626AE,53.0,60.0,37.0,13.0,20,SHV,DFW,190,10.0,6.0,0,N,0
112,930,869,1128,1044,1172,1,OH,5437,N693CA,198.0,175.0,135.0,84.0,61,LGA,TPA,1011,6.0,57.0,0,N,0
170,1057,1025,1401,1375,1173,3,UA,774,N582UA,224.0,230.0,203.0,26.0,32,DEN,BOS,1754,5.0,16.0,0,N,0
65,1002,993,1079,1081,1174,3,NW,1432,N755NW,77.0,88.0,68.0,-2.0,9,MOT,MSP,449,3.0,6.0,0,N,0
36,640,615,914,886,1175,2,UA,648,N311UA,154.0,151.0,120.0,28.0,25,DEN,IND,977,9.0,25.0,0,N,0
92,945,863,1060,986,1176,2,FL,339,N273AT,115.0,123.0,94.0,74.0,82,ATL,PHL,665,4.0,17.0,0,N,0
86,1070,1020,1229,1205,1177,3,AA,592,N3CEAA,159.0,185.0,143.0,24.0,50,MIA,LGA,1097,6.0,10.0,0,N,0
74,1309,1275,1322,1284,1178,5,FL,455,N965AT,73.0,69.0,50.0,38.0,34,ATL,PNS,272,4.0,19.0,0,N,0
96,932,809,931,815,1179,6,EV,4597,N641AS,59.0,66.0,39.0,116.0,123,ATL,DHN,171,3.0,17.0,0,N,0
192,810,802,1252,1160,1180,4,UA,332,N837UA,322.0,238.0,212.0,92.0,8,SMF,ORD,1781,76.0,34.0,0,N,0
2,1252,1230,1420,1410,1181,3,WN,2451,N460WN,168.0,180.0,155.0,10.0,22,PVD,MCO,1073,4.0,9.0,0,N,0
46,936,890,1021,977,1182,5,XE,2097,N34111,145.0,147.0,114.0,44.0,46,IAH,COS,809,8.0,23.0,0,N,0
18,717,705,845,859,1183,5,XE,2190,N41104,128.0,154.0,113.0,-14.0,12,IAH,ORD,925,5.0,10.0,0,N,0
346,809,795,913,896,1184,4,US,1736,N950UW,104.0,101.0,67.0,17.0,14,CLT,IND,428,5.0,32.0,0,N,0
104,646,638,982,967,1185,7,UA,1192,N941UA,216.0,209.0,192.0,15.0,8,DEN,BWI,1491,4.0,20.0,0,N,0
347,639,600,785,755,1186,5,9E,2503,85019E,86.0,95.0,68.0,30.0,39,MLI,DTW,373,8.0,10.0,0,N,0
344,1418,1410,347,333,1187,2,UA,288,N426UA,249.0,243.0,226.0,14.0,8,SFO,ORD,1846,12.0,11.0,0,N,0
98,971,925,1022,978,1188,1,UA,1607,N485UA,111.0,113.0,96.0,44.0,46,DEN,PHX,602,7.0,8.0,0,N,0
184,960,930,1040,1025,1189,3,WN,2714,N669SW,80.0,95.0,72.0,15.0,30,ABQ,SLC,493,2.0,6.0,0,N,0
48,828,555,840,580,1190,7,MQ,4160,N521AE,72.0,85.0,59.0,260.0,273,CMH,ORD,296,4.0,9.0,0,N,0
262,806,780,931,890,1191,4,MQ,4868,N836AE,125.0,110.0,96.0,41.0,26,DTW,LGA,501,7.0,22.0,0,N,0
74,1015,995,1092,1077,1192,5,EV,4354,N641AS,77.0,82.0,66.0,15.0,20,TRI,ATL,227,6.0,5.0,0,N,0
195,1305,1280,1372,1360,1193,7,WN,3915,N343SW,67.0,80.0,55.0,12.0,25,RDU,PHL,336,5.0,7.0,0,N,0
38,810,787,1341,1300,1194,4,UA,824,N550UA,351.0,333.0,320.0,41.0,23,SFO,BOS,2704,5.0,26.0,0,N,0
72,697,540,762,610,1195,3,WN,2003,N765SW,125.0,130.0,115.0,152.0,157,HOU,ABQ,759,4.0,6.0,0,N,0
252,1219,1100,1362,1235,1196,1,AA,2368,N279AA,143.0,135.0,104.0,127.0,119,DFW,ORD,802,24.0,15.0,0,N,0
197,737,720,958,925,1197,2,9E,2024,91669E,161.0,145.0,136.0,33.0,17,SAT,ATL,874,13.0,12.0,0,N,0
17,428,420,724,702,1198,4,AS,118,N793AS,236.0,222.0,187.0,22.0,8,FAI,SEA,1533,7.0,42.0,0,N,0
357,647,623,804,799,1199,1,EV,5494,N902EV,97.0,116.0,81.0,5.0,24,MLI,ATL,633,5.0,11.0,0,N,0
6,867,860,1035,1035,1200,7,WN,406,N621SW,108.0,115.0,98.0,0.0,7,STL,BWI,737,4.0,6.0,0,N,0
89,355,345,549,532,1201,6,EV,4485,N712EV,134.0,127.0,107.0,17.0,10,AUS,ATL,813,10.0,17.0,0,N,0
344,1080,1070,1123,1115,1202,2,WN,1673,N406WN,43.0,45.0,29.0,8.0,10,HOU,AUS,148,4.0,10.0,0,N,0
204,1153,1145,309,313,1203,2,NW,852,N508US,356.0,368.0,331.0,-4.0,8,ANC,DTW,2986,6.0,19.0,0,N,0
273,566,540,682,661,1204,1,NW,259,N336NW,116.0,121.0,94.0,21.0,26,BDL,DTW,548,10.0,12.0,0,N,0
212,493,445,713,670,1205,3,AA,1375,N614AA,220.0,225.0,199.0,43.0,48,BDL,SJU,1666,6.0,15.0,0,N,0
170,681,675,685,685,1206,3,WN,2399,N307SW,64.0,70.0,51.0,0.0,6,CLE,MDW,307,4.0,9.0,0,N,0
183,525,465,658,618,1207,2,DL,1159,N392DA,253.0,273.0,222.0,40.0,60,CLT,SLC,1727,7.0,24.0,0,N,0
62,791,780,1203,1200,1208,7,WN,2728,N714CB,232.0,240.0,217.0,3.0,11,LAS,CLE,1825,6.0,9.0,0,N,0
84,620,600,947,942,1209,1,DL,740,N910DN,207.0,222.0,171.0,5.0,20,SLC,DTW,1481,8.0,28.0,0,N,0
61,842,825,970,945,1210,6,DL,877,N938DL,128.0,120.0,106.0,25.0,17,ATL,BUF,712,7.0,15.0,0,N,0
140,1109,1080,1303,1280,1211,1,AA,658,N249AA,134.0,140.0,119.0,23.0,29,DFW,DAY,861,7.0,8.0,0,N,0
171,1115,1095,1171,1150,1212,4,WN,51,N909WN,56.0,55.0,44.0,21.0,20,TUL,DAL,237,5.0,7.0,0,N,0
229,830,805,937,915,1213,6,WN,2052,N216WR,167.0,170.0,153.0,22.0,25,FLL,STL,1056,3.0,11.0,0,N,0
232,1091,1042,1201,1119,1214,2,OO,6397,N969SW,110.0,77.0,92.0,82.0,49,ONT,SFO,363,4.0,14.0,0,N,0
336,734,705,832,779,1215,1,DL,1739,N694DL,98.0,74.0,55.0,53.0,29,CHS,ATL,259,11.0,32.0,0,N,0
90,683,670,780,749,1216,7,DL,1215,N396DA,217.0,199.0,183.0,31.0,13,ATL,COS,1185,6.0,28.0,0,N,0
259,640,550,759,677,1217,1,CO,1407,N76502,239.0,247.0,214.0,82.0,90,IAH,SJC,1608,6.0,19.0,0,N,0
182,912,905,1062,1060,1218,1,WN,2882,N645SW,150.0,155.0,136.0,2.0,7,BWI,FLL,925,4.0,10.0,0,N,0
28,701,580,766,640,1219,1,WN,1689,N720WN,65.0,60.0,49.0,126.0,121,GEG,SEA,224,3.0,13.0,0,N,0
269,801,770,1166,1140,1220,4,WN,738,N441WN,245.0,250.0,233.0,26.0,31,SLC,BWI,1864,5.0,7.0,0,N,0
120,536,495,632,605,1221,2,OO,4122,N812SK,156.0,170.0,139.0,27.0,41,DFW,SLC,988,3.0,14.0,0,N,0
254,486,480,627,603,1222,3,9E,2047,91709E,141.0,123.0,109.0,24.0,6,BUF,ATL,712,11.0,21.0,0,N,0
59,958,885,1116,1050,1223,4,AA,1349,N414AA,218.0,225.0,202.0,66.0,73,ORD,TUS,1437,3.0,13.0,0,N,0
58,1217,1070,1340,1235,1224,3,YV,7451,N521LR,183.0,225.0,165.0,105.0,147,IAD,AUS,1297,3.0,15.0,0,N,0
172,1067,1021,1168,1132,1225,5,NW,340,N370NW,101.0,111.0,75.0,36.0,46,DTW,LGA,501,14.0,12.0,0,N,0
297,657,645,833,825,1226,4,WN,1646,N656SW,116.0,120.0,103.0,8.0,12,STL,BWI,737,4.0,9.0,0,N,0
135,908,877,966,939,1227,3,YV,7310,N593ML,58.0,62.0,33.0,27.0,31,SPI,ORD,174,7.0,18.0,0,N,0
191,1175,1165,1224,1225,1228,3,WN,3154,N622SW,49.0,60.0,40.0,-1.0,10,STL,MCI,237,4.0,5.0,0,N,0
213,1160,1019,1364,1199,1229,4,FL,371,N300AT,204.0,180.0,135.0,165.0,141,LGA,ATL,761,26.0,43.0,0,N,0
8,975,965,1134,1116,1230,2,YV,2818,N17275,99.0,91.0,71.0,18.0,10,SBA,PHX,455,13.0,15.0,0,N,0
251,1308,1280,1381,1350,1231,7,EV,4607,N722EV,133.0,130.0,107.0,31.0,28,ATL,OKC,761,4.0,22.0,0,N,0
149,606,600,616,605,1232,3,WN,1568,N904WN,70.0,65.0,59.0,11.0,6,ABQ,TUS,321,3.0,8.0,0,N,0
158,1113,1105,1179,1175,1233,5,WN,34,N425LV,66.0,70.0,55.0,4.0,8,LIT,STL,296,4.0,7.0,0,N,0
221,1094,1085,1255,1245,1234,5,WN,2643,N395SW,101.0,100.0,90.0,10.0,9,ABQ,DAL,580,4.0,7.0,0,N,0
1,1075,1060,1235,1200,1235,2,US,639,N823AW,280.0,260.0,237.0,35.0,15,CMH,PHX,1671,7.0,36.0,0,N,0
77,553,546,594,589,1236,1,OO,5557,N290SW,41.0,43.0,22.0,5.0,7,SFO,MRY,77,4.0,15.0,0,N,0
225,1225,1196,1387,1368,1237,2,AS,64,N764AS,102.0,112.0,87.0,19.0,29,KTN,SEA,680,5.0,10.0,0,N,0
298,919,705,1030,804,1238,5,US,1999,N433US,111.0,99.0,85.0,226.0,214,TPA,CLT,508,5.0,21.0,0,N,0
150,1310,1295,8,1437,1239,4,UA,990,N813UA,78.0,82.0,63.0,11.0,15,DEN,ICT,419,6.0,9.0,0,N,0
281,8,1430,358,345,1240,2,CO,208,N18220,230.0,235.0,208.0,13.0,18,PDX,IAH,1825,7.0,15.0,0,N,0
39,883,795,959,880,1241,5,WN,1644,N614SW,76.0,85.0,68.0,79.0,88,SFO,SAN,447,2.0,6.0,0,N,0
36,868,855,1012,995,1242,2,DL,1744,N954DL,84.0,80.0,63.0,17.0,13,MEM,ATL,332,7.0,14.0,0,N,0
141,795,775,895,885,1243,2,WN,201,N315SW,100.0,110.0,88.0,10.0,20,JAX,BWI,663,3.0,9.0,0,N,0
359,657,550,760,670,1244,3,AA,1301,N499AA,163.0,180.0,149.0,90.0,107,CLT,DFW,936,4.0,10.0,0,N,0
48,644,625,827,813,1245,7,XE,2405,N15973,123.0,128.0,100.0,14.0,19,IAH,LEX,828,5.0,18.0,0,N,0
88,754,747,805,802,1246,5,OO,5434,N232SW,51.0,55.0,36.0,3.0,7,IYK,LAX,123,9.0,6.0,0,N,0
104,1087,1035,1270,1209,1247,7,CO,692,N54241,183.0,174.0,142.0,61.0,52,EWR,MCO,938,5.0,36.0,0,N,0
284,522,458,629,562,1248,5,UA,704,N516UA,107.0,104.0,84.0,67.0,64,SFO,PDX,550,3.0,20.0,0,N,0
41,1365,1255,78,1420,1249,7,YV,7248,N514MJ,93.0,105.0,73.0,98.0,110,ORD,CLT,599,6.0,14.0,0,N,0
230,616,605,764,770,1250,7,WN,2698,N454WN,148.0,165.0,137.0,-6.0,11,MCO,PVD,1073,4.0,7.0,0,N,0
13,1230,1215,1345,1340,1251,7,EV,4232,N903EV,115.0,125.0,87.0,5.0,15,ATL,AVP,714,4.0,24.0,0,N,0
362,1439,1320,75,1410,1252,6,OH,6614,N720SW,76.0,90.0,31.0,105.0,119,JFK,BOS,187,10.0,35.0,0,N,0
118,790,780,923,925,1253,7,AA,869,N075AA,133.0,145.0,117.0,-2.0,10,MIA,SJU,1045,4.0,12.0,0,N,0
83,1097,924,1165,989,1254,7,NW,1755,N370NB,128.0,125.0,94.0,176.0,173,DTW,MCI,629,8.0,26.0,0,N,0
90,748,730,1036,1034,1255,7,AA,2442,N365AA,168.0,184.0,143.0,2.0,18,LAX,DFW,1235,5.0,20.0,0,N,0
60,927,885,1054,1035,1256,5,WN,544,N230WN,247.0,270.0,223.0,19.0,42,DTW,PHX,1671,7.0,17.0,0,N,0
228,841,830,960,955,1257,5,WN,87,N921WN,119.0,125.0,104.0,5.0,11,SDF,TPA,727,5.0,10.0,0,N,0
72,386,380,743,753,1258,3,UA,536,N423UA,237.0,253.0,218.0,-10.0,6,SJC,ORD,1829,8.0,11.0,0,N,0
318,900,840,979,918,1259,4,DL,1677,N939DL,79.0,78.0,49.0,61.0,60,CLT,ATL,227,11.0,19.0,0,N,0
331,1062,1050,1099,1105,1260,3,WN,1721,N612SW,97.0,115.0,83.0,-6.0,12,MCI,DEN,533,7.0,7.0,0,N,0
46,1211,1205,1269,1265,1261,5,WN,3771,N711HK,58.0,60.0,40.0,4.0,6,LAS,SNA,226,3.0,15.0,0,N,0
365,424,405,543,534,1262,2,DL,1877,N986DL,119.0,129.0,87.0,9.0,19,BWI,ATL,576,11.0,21.0,0,N,0
198,1260,1230,48,15,1263,3,XE,2887,N13123,168.0,165.0,140.0,33.0,30,IAH,GRR,1042,5.0,23.0,0,N,0
320,509,502,498,491,1264,6,OO,5928,N928SW,49.0,49.0,20.0,7.0,7,SBN,ORD,84,10.0,19.0,0,N,0
35,1166,1160,1236,1235,1265,1,XE,427,N18556,70.0,75.0,56.0,1.0,6,SAN,FAT,314,5.0,9.0,0,N,0
38,694,649,772,719,1266,4,OO,5841,N713SK,138.0,130.0,106.0,53.0,45,ASE,LAX,737,7.0,25.0,0,N,0
290,1181,1175,1249,1255,1267,4,WN,608,N247WN,68.0,80.0,57.0,-6.0,6,SAN,SJC,417,3.0,8.0,0,N,0
121,1269,1255,1426,1420,1268,3,B6,597,N554JB,157.0,165.0,134.0,6.0,14,HPN,MCO,972,7.0,16.0,0,N,0
243,970,874,1041,958,1269,6,YV,7163,N75996,71.0,84.0,50.0,83.0,96,CLE,IAD,288,11.0,10.0,0,N,0
308,1253,1245,1322,1316,1270,1,FL,288,N981AT,129.0,131.0,102.0,6.0,8,ATL,HOU,696,6.0,21.0,0,N,0
18,834,801,918,883,1271,5,UA,252,N378UA,84.0,82.0,60.0,35.0,33,SLC,DEN,391,6.0,18.0,0,N,0
326,891,885,958,955,1272,5,WN,3187,N499WN,67.0,70.0,55.0,3.0,6,DAL,AMA,324,4.0,8.0,0,N,0
181,788,660,1104,970,1273,7,DL,1680,N671DN,196.0,190.0,165.0,134.0,128,ABQ,ATL,1269,10.0,21.0,0,N,0
295,1113,1095,1194,1192,1274,2,CO,681,N73251,261.0,277.0,246.0,2.0,18,CLE,LAS,1825,6.0,9.0,0,N,0
279,1019,1010,1093,1095,1275,7,WN,230,N227WN,74.0,85.0,61.0,-2.0,9,BUR,PHX,369,5.0,8.0,0,N,0
321,968,931,1099,1058,1276,7,FL,426,N935AT,71.0,67.0,51.0,41.0,37,PNS,ATL,272,11.0,9.0,0,N,0
166,1130,1100,1219,1200,1277,6,WN,3631,N308SA,89.0,100.0,81.0,19.0,30,DAL,STL,546,3.0,5.0,0,N,0
343,1275,1090,1339,1145,1278,1,MQ,4095,N674MQ,64.0,55.0,20.0,194.0,185,MKE,ORD,67,15.0,29.0,0,N,0
283,370,360,521,518,1279,4,NW,740,N371NW,91.0,98.0,64.0,3.0,10,MSP,DTW,528,12.0,15.0,0,N,0
64,1194,1051,1347,1208,1280,2,OH,5129,N966CA,153.0,157.0,136.0,139.0,143,PWM,CVG,810,3.0,14.0,0,N,0
179,667,595,777,690,1281,5,MQ,4026,N693AE,110.0,95.0,83.0,87.0,72,BNA,ORD,409,6.0,21.0,0,N,0
